_ID_;_MAIN_CATEGORY_;_CATEGORY_;_NAME_;_SKU_;_MANUFACTURER_;_PRICE_;_QUANTITY_;_ATTRIBUTES_;_DESCRIPTION_;_SORT_ORDER_
10693789;Барные аксессуары и товары для сервировки;Размешиватели деревянные|Размешиватели и палочки для мороженого;Размешиватель деревянный, 140х6х1,8 мм, 500 штук в упаковке;10-0027;No Name (Россия);215.74;4245;"1.|Бренд|No Name
2.|Материал|дерево
3.|Размер|140х6х1,8
4.|Количество в упаковке|500
5.|Количество в грузовой упаковке|20
7.|Товары из биоразлагаемых материалов|Есть";"<p><span style=""color: rgb(33, 37, 41); font-family: &quot;PT Sans&quot;, sans-serif; font-size: 17px; background-color: rgb(250, 250, 250);"">Размешиватель деревянный, используется для размешивания сахара в горячих напитках. Изготовлена из дерева, размер 140х6х1,8 мм, без индивидуальной упаковки. В упаковке 500 штук. В коробке 20 упаковок.</span><br></p>";1
34134696;Барные аксессуары и товары для сервировки;Салфетки для торта|Салфетки для сервировки и папильотки;Ажурные салфетки для торта, диаметр 32 см, белый, 250 штук в упаковке, в коробке 2000 штук;10-0033;No Name (Россия);3.97;28500;"1.|Бренд|No Name
2.|Диаметр, см|32
3.|Цвет|белый
4.|Количество в упаковке|250
5.|Количество в коробке|2000 штук
7.|Артикул производителя|С32-250";"<p><span style=""color: rgb(33, 37, 41); font-family: &quot;PT Sans&quot;, sans-serif; font-size: 17px; background-color: rgb(250, 250, 250);"">Ажурные салфетки используются для декорации кондитерских изделий, для сервировки чайных и кофейных столов. Бумажные ажурные одноразовые салфетки также являются гигиенически оправданным средством при использовании в качестве подложки под торты и кондитерские изделия. Диаметр салфетки 32 см, цвет - белый, в упаковке 250 штук. В коробке 2000 штук.</span><br></p>";2
10539;Барные аксессуары и товары для сервировки;Трубочки гофрированные|Трубочки для напитков;Трубочка для коктейля гофрированная с изгибом, d=5 мм, 21 см, в полоску;10-0051;отсутствует (Россия);28.06;1154;"1.|Изгиб|да
2.|Диаметр, мм|5
3.|Длина, см|21
4.|Цвет|ассорти";;3
438436;Барные аксессуары и товары для сервировки;Трубочки гофрированные|Трубочки для напитков;Трубочки 5х210 мм, для коктейля, флюоресцентные, с гофрой *12000/100/1;10-0052;отсутствует (отсутствует);30.2;1413;"1.|Диаметр, мм|5
2.|Длина, см|21
3.|Цвет|флуорисцентный";;4
26696;Барные аксессуары и товары для сервировки;Трубочки гофрированные|Трубочки для напитков;Трубочки коктейльные цветные, с гофрой, d=5 мм, 21 см;10-0053;отсутствует (Россия);28.06;2524;"1.|Изгиб|да
2.|Диаметр, мм|5
3.|Длина, см|21
4.|Цвет|ассорти";;5
4283;Барные аксессуары и товары для сервировки;Трубочки гофрированные|Трубочки для напитков;Трубочки для коктейлей гофрированные, пластиковые, черные, 21 см, d=5 мм, 100 шт. в упаковке;10-0054;отсутствует (отсутствует);23.34;843;"1.|Диаметр, мм|5
2.|Длина, см|21
3.|Цвет|черный
4.|Материал|пластик";;6
8738;Барные аксессуары и товары для сервировки;Палочки для еды;Палочки для суши, круглые, 22,5 см, с зубочисткой, в индивидуальной полиэтиленовой упаковке, 100 штук в упаковке;10-0146;отсутствует (Китай);172.03;6211;"1.|Материал|бамбук
2.|Размер, см|22.5
3.|Упаковка|полиэтиленовая
4.|Количество в упаковке|100
5.|Количество в грузовой упаковке|30";"<p><span style=""color: rgb(33, 37, 41); font-family: &quot;PT Sans&quot;, sans-serif; font-size: 17px; background-color: rgb(250, 250, 250);"">Бамбуковые палочки для суши используют для японской кухни: суши, роллы. Палочки изготовлены из стебля бамбука, надежны и долговечны. Используются кафе, барами и ресторанами, предлагающими своим клиентам блюда японской, китайской или корейской кухни. Длина палочек 22,5 см. Упакованы в индивидуальную прозрачную полиэтиленовую упаковку, в комплекте есть зубочистка. В упаковке 100 штук. В коробке 30 упаковок.</span><br></p>";7
6492;Барные аксессуары и товары для сервировки;Трубочки без изгиба|Трубочки для напитков;Трубочка без изгиба, d=7 мм, 24 см, зеленая, в индивидуальной упаковке, 500 штук в упаковке;10-0166;отсутствует (Россия);361.18;377;"1.|Материал|полипропилен
2.|Цвет|зеленый
3.|Диаметр, мм|7
4.|Длина, мм|24";"<p><span style=""color: rgb(33, 37, 41); font-family: &quot;PT Sans&quot;, sans-serif; font-size: 17px; background-color: rgb(250, 250, 250);"">Трубочки без изгиба предназначены для соков, коктейлей, газированных напитков и других прохладных напитков. Изготовлены из полипропилена, зеленого цвета. Каждая трубочка в индивидуальной упаковке. Диаметр трубочки 7 мм, длина 24 см. В упаковке 500 штук. В коробке 10 упаковок.</span><br></p>";8
453806;Барные аксессуары и товары для сервировки;Трубочки без изгиба|Трубочки для напитков;Трубочки для коктейля, диаметр 8 мм, 24 см, черные, без гофры, 5000 штук;10-0175;отсутствует (отсутствует);192.31;1961;"1.|Диаметр, мм|8
2.|Цвет|черный";;9
232;Барные аксессуары и товары для сервировки;Свечи плавающие|Свечи и подсвечники;Свеча плавающая в гильзе TEXTOP ЭКОНОМ  100 штук в упаковке;10-0176;TEXTOP (Китай);444.35;2043;"1.|Бренд|TEXTOP
2.|Материал|парафин
3.|Размер|4х4х1,5
4.|Форма|круглая
5.|Цвет|белый
6.|Количество в упаковке|100
7.|Количество в коробке|15
9.|Артикул производителя|Т 077";"<p><span style=""color: rgb(33, 37, 41); font-family: &quot;PT Sans&quot;, sans-serif; font-size: 17px; background-color: rgb(250, 250, 250);"">**Свеча чайная TEXTOP** в гильзе упакована в пакет по 100 шт. Каждая свеча рассчитана на 3 часа горения. Свечи в гильзе применяются для украшения интерьеров и поддержания блюд в подогретом состоянии в барах, ресторанах, домах и квартирах.</span><br></p>";10
34666460;Барные аксессуары и товары для сервировки;Бумажные трубочки|Трубочки для напитков;Трубочка бумажная, без изгиба, d=6 мм, длина 195 мм, белая, в упаковке 250 штук;10-0191;отсутствует (Китай);375.25;590;"1.|Материал|бумага
2.|Цвет|белый
3.|Диаметр, мм|6
4.|Длина, мм|195
5.|Количество в грузовой упаковке|250
6.|Товары из биоразлагаемых материалов|Есть
8.|Артикул производителя|GVS-45";"<p><span style=""color: rgb(33, 37, 41); font-family: &quot;PT Sans&quot;, sans-serif; font-size: 17px; background-color: rgb(250, 250, 250);"">Трубочки бумажные для напитков приятны на ощупь и полностью биоразлагаемы. Предназначены для соков, коктейлей, газированных напитков и других прохладных напитков. Бумага плотная, форму при воздействии с жидкостью сохраняет 4-5 часов. Краски полностью безопасные. В почве трубочки распадаются менее чем за месяц. Рекомендованная температура напитка для использования трубочек до +60 градусов Цельсия. Диаметр трубочки 6 мм, длина 195 мм, цвет - белый, без изгиба. В упаковке 250 штук.</span><br></p>";11
33564;Барные аксессуары и товары для сервировки;Скатерти нетканые|Скатерти, подтарельники и нагрудники;Скатерть нетканая 110х140 см бордовая;10-0208;отсутствует (Россия);18.57;0;"1.|Материал|спанбонд
2.|Цвет|бордовый
3.|Длина, м|1.4
4.|Ширина, м|1.1
5.|Вид скатерти|лист
6.|Количество в упаковке|50";"<p><span style=""color: rgb(33, 37, 41); font-family: &quot;PT Sans&quot;, sans-serif; font-size: 17px; background-color: rgb(250, 250, 250);"">Скатерть одноразовая изготовлена из полипропиленовых волокон. Предназначена для сервировки стола. Скатерть можно использовать в местах общественного питания, в офисах и дома. Цвет: бордовый. Размер: 110 х140 см, в упаковке 50 штук.</span><br></p>";12
16683;Барные аксессуары и товары для сервировки;Свечи в стеклянном подсвечнике и прочее|Свечи и подсвечники;Фитиль для насыпных свечей, 10 см, 100 штук в упаковке;10-0264;отсутствует (Россия);646.0;613;"1.|Материал|вощеный хлопок
2.|Цвет|натуральный
3.|Высота, см|10";"<p><span style=""color: rgb(33, 37, 41); font-family: &quot;PT Sans&quot;, sans-serif; font-size: 17px; background-color: rgb(250, 250, 250);"">Фитили предназначены для насыпных свечей. Рекомендуется использовать в вазах или колбах диаметром от 10 см в диаметре. В идеале данные фитили лучше использовать по 1 штуке. Фитиль хлопковый пропитан специальным составом для лучшего горения свечи. Длина фитиля 10 см. В упаковке 100 штук.</span><br></p>";13
34666533;Барные аксессуары и товары для сервировки;Бумажные трубочки|Трубочки для напитков;Трубочка бумажная, без изгиба, d=6 мм, длина 195 мм, крафт, в упаковке 250 штук;10-0271;отсутствует (Китай);375.25;532;"1.|Материал|бумага
2.|Цвет|крафт
3.|Диаметр, мм|6
4.|Длина, мм|195
5.|Количество в грузовой упаковке|250
6.|Товары из биоразлагаемых материалов|Есть
8.|Артикул производителя|GVS-42";"<p><span style=""color: rgb(33, 37, 41); font-family: &quot;PT Sans&quot;, sans-serif; font-size: 17px; background-color: rgb(250, 250, 250);"">Трубочки бумажные для напитков приятны на ощупь и полностью биоразлагаемы. Предназначены для соков, коктейлей, газированных напитков и других прохладных напитков. Бумага плотная, форму при воздействии с жидкостью сохраняет 4-5 часов. Краски полностью безопасные. В почве трубочки распадаются менее чем за месяц. Рекомендованная температура напитка для использования трубочек до +60 градусов Цельсия. Диаметр трубочки 6 мм, длина 195 мм, цвет - крафт, без изгиба. В упаковке 250 штук.</span><br></p>";14
34795536;Принадлежности для касс и торговли;Торговые принадлежности;Бокс Durable Coffee Point, для хранения аксессуаров для кейтеринга;10-0280;Durable (Польша);7515.83;0;"1.|Бренд|Durable
2.|Размер|292х280х356 мм
3.|Материал|ABS-пластик
4.|Вес|
5.|Цвет|антрацит";"<p><span style=""color: rgb(33, 37, 41); font-family: &quot;PT Sans&quot;, sans-serif; font-size: 17px; background-color: rgb(250, 250, 250);"">**Бокс Durable Coffee Point (Дюрабл Коффи Поинт)** предназначен для удобного хранения и сервировки аксессуаров для кейтеринга: кофейных капсул, чайных пакетиков, порционного сахара и т.д. Может быть использован для применения в переговорных комнатах, в зонах чаепития, комнатах отдыха. Выполнен из прочного АВS-пластика, который позволяет размещать кофе-машины непосредственно на боксе. Верхний ящик запирается на замок. Выдвижные лотки можно вынимать из бокса и использовать отдельно. Прорезиненные ножки бокса исключают скольжение и царапины на рабочих поверхностях. Размер 292 х 280 х 356 мм. В комплектацию бокса входит: - 1 квадратный лоток-сортировщик Coffee Point Case - 1 прозрачный лоток-сортировщик Coffee Point Caddy</span><br></p>";15
34795540;Принадлежности для касс и торговли;Торговые принадлежности;Бокс Durable Coffee Point S, для хранения аксессуаров для кейтеринга;10-0281;Durable (Польша);4578.81;0;"1.|Бренд|Durable
2.|Материал|ударопрочный пластик
3.|Цвет|антрацит
4.|Размер|280х95х356 мм";"<p><span style=""color: rgb(33, 37, 41); font-family: &quot;PT Sans&quot;, sans-serif; font-size: 17px; background-color: rgb(250, 250, 250);"">**Бокс Durable Coffee Point S** предназначен для удобного хранения и сервировки аксессуаров для кейтеринга: кофейных капсул, чайных пакетиков, порционного сахара и т.д. Может быть использован для применения в переговорных комнатах, в зонах чаепития, комнатах отдыха. Выполнен из прочного АВS-пластика, который позволяет размещать кофе-машины непосредственно на боксе. Прорезиненные ножки бокса исключают скольжение и царапины на рабочих поверхностях. Вмещает до 70 кофейных капсул. Размер 292 х 95 х 356 мм. В комплект входит: * 2 лотка для хранения чайных пакетиков, порционного сахара и других аксессуаров * прозрачный лоток-сортировщик CADDY</span><br></p>";16
34795545;Принадлежности для касс и торговли;Торговые принадлежности;Лоток Durable Coffee Point Caddy, для хранения кофейных и чайных принадлежностей;10-0282;Durable (Польша);1253.43;0;"1.|Бренд|Durable
2.|Цвет|прозрачный
4.|Материал|пластик";"<p><span style=""color: rgb(33, 37, 41); font-family: &quot;PT Sans&quot;, sans-serif; font-size: 17px; background-color: rgb(250, 250, 250);"">**Лоток Durable Coffee Point Caddy (Дюрабл Коффи Поинт Кедди)** из прозрачного пластика для хранения и подачи столовых приборов и аксессуаров для чая и кофе. Прекрасно интегрируется в широкий лоток бокса Coffee Point. Безопасен для хранения продуктов питания, пригоден для мытья в посудомоечной машине. Размеры: 242 х 48 х 329 (Ш х В х Д)</span><br></p>";17
35586676;Барные аксессуары и товары для сервировки;Размешиватели деревянные|Размешиватели и палочки для мороженого;Размешиватель деревянный, 140х6х1,8 мм, в индивидуальной бумажной упаковке, 250 штук в упаковке;10-0294;No Name (отсутствует);206.48;1708;"1.|Бренд|No Name
2.|Размер|140х6х1,8 мм
3.|Материал|дерево
4.|Количество в упаковке|250
5.|Товары из биоразлагаемых материалов|Есть";"<p><span style=""color: rgb(33, 37, 41); font-family: &quot;PT Sans&quot;, sans-serif; font-size: 17px; background-color: rgb(250, 250, 250);"">Размешиватель деревянный, одноразовый, в индивидуальной бумажной упаковке. Предназначен для пищевых продуктов. В упаковке 250 шт.</span><br></p>";18
37867378;Барные аксессуары и товары для сервировки;Конверты для столовых приборов;Конверты для приборов бордо с кремовой салфеткой 100л/упак 38х23 см Tork LinStyle *6;10-0306;отсутствует (отсутствует);1333.03;0;1.|Экомаркировка FSC|Есть;;19
38724317;Барные аксессуары и товары для сервировки;Конверты для столовых приборов;Конверты для приборов цвет какао 60л/упак 40х39 см Tork LinStyle *6;10-0312;отсутствует (отсутствует);521.52;0;1.|Экомаркировка FSC|Есть;;20
38740861;Барные аксессуары и товары для сервировки;Конверты для столовых приборов;Конверты для приборов кремовые 60л/упак 40х39 см Tork LinStyle *6;10-0313;отсутствует (отсутствует);674.98;0;1.|Экомаркировка FSC|Есть;;21
38997573;Барные аксессуары и товары для сервировки;Конверты для столовых приборов;Конверты для приборов цвет шампань 60л/упак 40х39 см Tork LinStyle *6;10-0316;отсутствует (отсутствует);521.52;0;1.|Экомаркировка FSC|Есть;;22
38997572;Барные аксессуары и товары для сервировки;Конверты для столовых приборов;Конверты для приборов цвет красные 60л/упак 40х39 см Tork LinStyle *6;10-0317;отсутствует (отсутствует);540.14;0;1.|Экомаркировка FSC|Есть;;23
38997574;Барные аксессуары и товары для сервировки;Конверты для столовых приборов;Конверты для приборов цвет бургунди 60л/упак 40х39 см Tork LinStyle *6;10-0318;отсутствует (отсутствует);615.79;0;1.|Экомаркировка FSC|Есть;;24
38997578;Барные аксессуары и товары для сервировки;Скатерти бумажные|Скатерти, подтарельники и нагрудники;Скатерть 80*80 1 сл серая LinStyle 20 л/упак Tork * 5;10-0322;отсутствует (отсутствует);2440.01;0;1.|Экомаркировка FSC|Есть;;25
38997580;Барные аксессуары и товары для сервировки;Скатерти бумажные|Скатерти, подтарельники и нагрудники;Скатерть 80*80 1 сл черная LinStyle 20 л/упак Tork * 5;10-0324;отсутствует (отсутствует);2441.97;0;1.|Экомаркировка FSC|Есть;;26
38997581;Барные аксессуары и товары для сервировки;Скатерти бумажные|Скатерти, подтарельники и нагрудники;Скатерть 80*80 1 сл бурунди LinStyle 20 л/упак Tork * 5;10-0325;отсутствует (отсутствует);3052.95;0;1.|Экомаркировка FSC|Есть;;27
36707;Барные аксессуары и товары для сервировки;Декоративные украшения;Упор-фиксатор для пиццы *800;10-0326;отсутствует (отсутствует);2.07;95200;;;28
38997582;Барные аксессуары и товары для сервировки;Скатерти бумажные|Скатерти, подтарельники и нагрудники;Скатерть 80*80 1 сл белые LinStyle 20 л/упак Tork * 5;10-0339;отсутствует (отсутствует);2162.42;0;1.|Экомаркировка FSC|Есть;;29
38997583;Барные аксессуары и товары для сервировки;Скатерти бумажные|Скатерти, подтарельники и нагрудники;Скатерть 80*80 1 сл синие LinStyle 20 л/упак Tork * 5;10-0344;отсутствует (отсутствует);3052.95;0;1.|Экомаркировка FSC|Есть;;30
130;Барные аксессуары и товары для сервировки;Размешиватели деревянные|Размешиватели и палочки для мороженого;Размешиватель деревянный 180х6х1,8 мм 1000 штук в упаковке;10-0352;No Name (Россия);390.02;1907;"1.|Бренд|No Name
2.|Материал|дерево
3.|Длина, см|18
4.|Ширина, мм|6 мм
5.|Упаковка|полиэтилен
6.|Количество в упаковке|1000
7.|Количество в коробке|10
9.|Товары из биоразлагаемых материалов|Есть";"<p><span style=""color: rgb(33, 37, 41); font-family: &quot;PT Sans&quot;, sans-serif; font-size: 17px; background-color: rgb(250, 250, 250);"">Размешиватель 180 мм, деревянные. Подходит для чая и кофе. Для одноразового применения. Размешиватели не имеют отдельных упаковок. Толщина — 1,8 мм, ширина — 6 мм.</span><br></p>";31
51;Барные аксессуары и товары для сервировки;Палочки для еды;Палочки для суши в индивидуальной белой бумажной упаковке с рисунком, 23 см, 100 штук в упаковке;10-0354;отсутствует (Китай);220.59;3193;"1.|Материал|бамбук
2.|Размер, см|23
3.|Упаковка|бумажная
4.|Количество в упаковке|100
5.|Количество в грузовой упаковке|30";"<p><span style=""color: rgb(33, 37, 41); font-family: &quot;PT Sans&quot;, sans-serif; font-size: 17px; background-color: rgb(250, 250, 250);"">Бамбуковые палочки для суши используют для японской кухни: суши, роллы. Палочки изготовлены из стебля молодого бамбука, надежны и долговечны. Используются кафе, барами и ресторанами, предлагающими своим клиентам блюда японской, китайской или корейской кухни. Длина палочек 23 см. Упакованы в индивидуальную бумажную упаковку с рисунком. В упаковке 100 штук. В коробке 30 упаковок.</span><br></p>";32
16865;Барные аксессуары и товары для сервировки;Свечи для торта|Свечи и подсвечники;Свечи для торта с подставкой, 6 см, 24 штуки в упаковке;10-0360;отсутствует (Китай);49.64;1038;"1.|Состав|стеарин
2.|Форма|цилиндрическая
3.|Цвет|разноцветные
4.|Ароматизированная|нет
5.|Количество в упаковке|24
6.|Количество в коробке|12
7.|Высота свечи|6
9.|Артикул производителя|1502-0181";"<p><span style=""color: rgb(33, 37, 41); font-family: &quot;PT Sans&quot;, sans-serif; font-size: 17px; background-color: rgb(250, 250, 250);"">Свечи для торта с держателями. Цветные свечи отличное решение для декорирования торта к любому празднику. Изготовлены из стеарина, оригинальный дизайн. Высота свечи 6см, в упаковке 24 штуки.</span><br></p>";33
12134;Барные аксессуары и товары для сервировки;Свечи столбик|Свечи и подсвечники;Свечи столбик d=7 см h=10 см белые;10-0378;No Name (Россия);140.93;364;"1.|Материал|парафин
2.|Форма|цилиндрическая
3.|Бренд|No Name
4.|Цвет|белый
5.|Ароматизированная|нет
6.|Высота, см|10
7.|Количество в упаковке|6
8.|Количество в коробке|6";"<p><span style=""color: rgb(33, 37, 41); font-family: &quot;PT Sans&quot;, sans-serif; font-size: 17px; background-color: rgb(250, 250, 250);"">Свеча незаменимый элемент декора. Служит украшением интерьера, создает уют, романтическое настроение. Качественные материалы, из которых изготовлена свеча, гарантируют безопасность, длительное время горения. При горении не искрят, не трещат. Цвет: белый. Размер изделия: 10?7?7 см.</span><br></p>";34
38997584;Барные аксессуары и товары для сервировки;Конверты для столовых приборов;Конверты для приборов цвет бордо 60л/упак 39х23 см с кремовой салфеткой Tork LinStyle *5;10-0467;отсутствует (отсутствует);1296.82;0;;;35
4422821;Барные аксессуары и товары для сервировки;Скатерти бумажные|Скатерти, подтарельники и нагрудники;Скатерть рулонная, бумажная, 1,18х10 м, белая;10-0475;отсутствует (Россия);211.89;31;"1.|Материал|бумага
2.|Цвет|белый
3.|Длина, м|10
4.|Ширина, м|1.18
5.|Вид скатерти|рулон
6.|Количество в упаковке|25";"<p><span style=""color: rgb(33, 37, 41); font-family: &quot;PT Sans&quot;, sans-serif; font-size: 17px; background-color: rgb(250, 250, 250);"">Скатерть бумажная, однослойная, белая, с тиснением. Скатерть станет прекрасным дополнением к Вашему летнему отдыху. Ее можно использовать как на природе, так и дома, на даче. Скатерть создаст ощущение праздника, придавая более нарядный вид столу. Ширина 1,18м, длина - 10 м. В упаковке 25 штук</span><br></p>";36
5288842;Барные аксессуары и товары для сервировки;Трубочки без изгиба|Трубочки для напитков;Трубочка без изгиба, диаметр 6,5 мм, 21 см, черная, 250 штук;10-0502;отсутствует (Россия);58.42;1422;"1.|Материал|полипропилен
2.|Цвет|черный
3.|Диаметр, мм|6.5
4.|Длина, мм|21";"<p><span style=""color: rgb(33, 37, 41); font-family: &quot;PT Sans&quot;, sans-serif; font-size: 17px; background-color: rgb(250, 250, 250);"">Трубочки без изгиба предназначены для соков, коктейлей, газированных напитков и других прохладных напитков. Изготовлены из полипропилена, черного цвета. Диаметр трубочки 6,5 мм, длина 21 см. В упаковке 250 штук. В коробке 40 упаковок.</span><br></p>";37
5398804;Барные аксессуары и товары для сервировки;Скатерти нетканые|Скатерти, подтарельники и нагрудники;Скатерть нетканая 120х140 см красная 50 штук в упаковке;10-0507;отсутствует (Россия);42.05;0;"1.|Материал|спанбонд
2.|Цвет|красный
3.|Количество в упаковке|50
5.|Длина, м|1.4
6.|Ширина, м|1.2
7.|Вид скатерти|лист";"<p><span style=""color: rgb(33, 37, 41); font-family: &quot;PT Sans&quot;, sans-serif; font-size: 17px; background-color: rgb(250, 250, 250);"">Скатерть одноразовая изготовлена из полипропиленовых волокон. Предназначена для сервировки стола. Скатерть можно использовать в местах общественного питания, в офисах и дома. Цвет: красный. Размер: 120х140 см, в упаковке 50 штук.</span><br></p>";38
5428318;Барные аксессуары и товары для сервировки;Зубочистки;Зубочистки Optiline, деревянные, в индивидуальной полиэтиленовой упаковке, 1000 штук;10-0508;Optilinе (Россия);107.75;3420;"1.|Бренд|Optilinе
2.|Материал|дерево
3.|Длина, мм|65
4.|Ароматизатор|нет
5.|Упаковка|картонная коробка
6.|Количество в грузовой упаковке|36";"<p><span style=""color: rgb(33, 37, 41); font-family: &quot;PT Sans&quot;, sans-serif; font-size: 17px; background-color: rgb(250, 250, 250);"">**Деревянные зубочистки Optiline (Оптилайн)** изготовлены из березы. Безопасны для зубной эмали, подходят для ухода за полостью рта в течение всего дня. Зубочистки не содержат красителей и вредных для здоровья человека пропиток и покрытий, не требуют специальных условий утилизации. В картонной коробке 1000 зубочисток в индивидуальной полиэтиленовой упаковке, длина 65 мм. В коробке 36 упаковок.</span><br></p>";39
5428324;Барные аксессуары и товары для сервировки;Зубочистки;Зубочистки Optiline, деревянные с ментолом, в индивидуальной полиэтиленовой упаковке, 1000 штук;10-0510;Optilinе (Россия);109.91;2046;"1.|Бренд|Optilinе
2.|Материал|дерево
3.|Длина, мм|65
4.|Ароматизатор|ментол
5.|Упаковка|картонная коробка
6.|Количество в грузовой упаковке|36";"<p><span style=""color: rgb(33, 37, 41); font-family: &quot;PT Sans&quot;, sans-serif; font-size: 17px; background-color: rgb(250, 250, 250);"">**Деревянные зубочистки Optiline (Оптилайн)** изготовлены из березы, ароматизированы ментолом. Безопасны для зубной эмали, подходят для ухода за полостью рта в течение всего дня. Зубочистки не содержат красителей и вредных для здоровья человека пропиток и покрытий, не требуют специальных условий утилизации. В картонной коробке 1000 зубочисток в индивидуальной полиэтиленовой упаковке, длина 65 мм. В коробке 36 упаковок.</span><br></p>";40
5853139;Барные аксессуары и товары для сервировки;Салфетки для торта|Салфетки для сервировки и папильотки;Салфетки для торта, диаметр 10 см, белая, 250 штук в упаковке;10-0519;отсутствует (отсутствует);0.28;26250;"1.|Диаметр, см|10
2.|Цвет|белый
3.|Количество в упаковке|250
4.|Количество в коробке|2000 штук";;41
5853146;Барные аксессуары и товары для сервировки;Салфетки для торта|Салфетки для сервировки и папильотки;Салфетки для торта диаметр 12 см, белая, 250 штук;10-0520;отсутствует (отсутствует);0.42;153500;"1.|Диаметр, см|12
2.|Цвет|белый
3.|Количество в упаковке|250
4.|Количество в коробке|2000 штук";;42
5853156;Барные аксессуары и товары для сервировки;Салфетки для торта|Салфетки для сервировки и папильотки;Салфетки для торта, диаметр 16 см, белая, 250 штук;10-0522;отсутствует (отсутствует);0.61;37250;"1.|Диаметр, см|16
2.|Цвет|белый
3.|Количество в упаковке|250
4.|Количество в коробке|2000 штук";;43
5853233;Барные аксессуары и товары для сервировки;Салфетки для торта|Салфетки для сервировки и папильотки;Ажурные салфетки для торта, диаметр 20 см, белый, 250 штук в упаковке, 2000 штук в коробке;10-0525;No Name (Россия);0.95;162500;"1.|Диаметр, см|20
2.|Цвет|белый
3.|Количество в упаковке|250
4.|Количество в грузовой упаковке|2000 штук
6.|Артикул производителя|VACP2-20W; С20-250
7.|Бренд|No Name";"<p><span style=""color: rgb(33, 37, 41); font-family: &quot;PT Sans&quot;, sans-serif; font-size: 17px; background-color: rgb(250, 250, 250);"">Ажурные салфетки используются для декорации кондитерских изделий, для сервировки чайных и кофейных столов. Бумажные ажурные одноразовые салфетки также являются гигиенически оправданным средством при использовании в качестве подложки под торты и кондитерские изделия. Диаметр салфетки 20 см, цвет - белый, в упаковке 250 штук. В коробке 2000 штук.</span><br></p>";44
5853246;Барные аксессуары и товары для сервировки;Салфетки для торта|Салфетки для сервировки и папильотки;Ажурные салфетки для торта, диаметр 30 см, белый, 250 штук в упаковке, 2000 штук в коробке;10-0529;отсутствует (Россия);1.71;37500;"1.|Цвет|белый
2.|Диаметр, см|30
3.|Количество в упаковке|250
4.|Количество в коробке|2000 штук
6.|Артикул производителя|VACP2-30W/С30-250";"<p><span style=""color: rgb(33, 37, 41); font-family: &quot;PT Sans&quot;, sans-serif; font-size: 17px; background-color: rgb(250, 250, 250);"">Ажурные салфетки используются для декорации кондитерских изделий, для сервировки чайных и кофейных столов. Бумажные ажурные одноразовые салфетки также являются гигиенически оправданным средством при использовании в качестве подложки под торты и кондитерские изделия. Диаметр салфетки 30 см, цвет - белый, в упаковке 250 штук. В коробке 2000 штук.</span><br></p>";45
5853252;Барные аксессуары и товары для сервировки;Салфетки для торта|Салфетки для сервировки и папильотки;Салфетки для торта 35х45 см, белая, 250 штук;10-0531;No Name (отсутствует);3.23;27750;"1.|Количество в коробке|1000 штук
2.|Бренд|No Name
3.|Размер, см|35х45
4.|Цвет|белый
5.|Количество в упаковке|250";;46
6074177;Барные аксессуары и товары для сервировки;Салфетки для торта|Салфетки для сервировки и папильотки;Салфетки для торта 25х35 см, белая, 250 штук;10-0561;No Name (отсутствует);2.13;93500;"1.|Цвет|белый
2.|Размер, см|25х35
3.|Бренд|No Name
4.|Количество в упаковке|250
5.|Количество в коробке|2000 штук";;47
6972080;Барные аксессуары и товары для сервировки;Свечи столбик|Свечи и подсвечники;Свечи столбик d=7 см h=15 см белые;10-0573;No Name (Россия);119.7;0;"1.|Материал|парафин
2.|Форма|цилиндрическая
3.|Цвет|белый
4.|Ароматизированная|нет
5.|Высота, см|15
6.|Количество в упаковке|6
7.|Количество в коробке|6
9.|Бренд|No Name";"<p><span style=""color: rgb(33, 37, 41); font-family: &quot;PT Sans&quot;, sans-serif; font-size: 17px; background-color: rgb(250, 250, 250);"">Свеча незаменимый элемент декора. Служит украшением интерьера, создает уют, романтическое настроение. Качественные материалы, из которых изготовлена свеча, гарантируют безопасность, длительное время горения. При горении не искрят, не трещат. Цвет: белый. Размер изделия: 15?7?7 см.</span><br></p>";48
6972083;Барные аксессуары и товары для сервировки;Свечи столбик|Свечи и подсвечники;Свечи столбик d= 7 см h=19 см белые;10-0574;No Name (Россия);246.66;1546;"1.|Материал|парафин
2.|Форма|цилиндрическая
3.|Цвет|белый
4.|Ароматизированная|нет
5.|Высота, см|19
6.|Количество в упаковке|6
7.|Количество в коробке|6
9.|Бренд|No Name";"<p><span style=""color: rgb(33, 37, 41); font-family: &quot;PT Sans&quot;, sans-serif; font-size: 17px; background-color: rgb(250, 250, 250);"">Свеча незаменимый элемент декора. Служит украшением интерьера, создает уют, романтическое настроение. Качественные материалы, из которых изготовлена свеча, гарантируют безопасность, длительное время горения. При горении не искрят, не трещат. Цвет: белый. Размер изделия: 19?7?7 см.</span><br></p>";49
7017138;Барные аксессуары и товары для сервировки;Салфетки для торта|Салфетки для сервировки и папильотки;Салфетки для торта, диаметр 18 см, белая, 250 штук;10-0582;отсутствует (отсутствует);0.72;97000;"1.|Диаметр, см|18
2.|Цвет|белый
3.|Количество в упаковке|250
4.|Количество в коробке|2000 штук";;50
